,text,labels,predicted_label
14952,Uh-huh.,RAJ,HOWARD
14953,So?,PENNY,HOWARD
14954,"Oh, God, I’m so nervous. I don’t think I can watch.",OTHERS,RAJ
14955,"Hmm. I don’t care if this thing is burning out my retinas, it makes me feel special. Now, before we field test, I think we…",LEONARD,SHELDON
14956,You’re not a lousy husband. You’re a great husband. I was the one feeling like a lousy wife.,OTHERS,RAJ
14957,"It’s always nice chatting with you, Sheldon.",PENNY,PENNY
14958,"Thank you, Sheldon.",HOWARD,LEONARD
14959,"Well, no, no, no, no, no, no, no. You have to like each other. Well, we have a 4:30 reservation at Applebee’s.",SHELDON,LEONARD
14960,"If you need my nose, you’ll find it firmwy wodged up the qectum of the tenure committee.",OTHERS,LEONARD
14961,"Dig deep, like when we bet you couldn’t fit into Howard’s pants.",LEONARD,PENNY
14962,"Leonard, please, let me go.",SHELDON,PENNY
14963,"Inside the envelope was a picture of your dad holding you the day you were born. On the back he wrote Howard, my son, my greatest gift. You okay?",OTHERS,LEONARD
14964,"Not for me, thanks.",HOWARD,OTHERS
14965,I don’t understand the question.,SHELDON,SHELDON
14966,"Me, too. And I think you’re even more beautiful than this rose.",HOWARD,HOWARD
14967,"Hey Penny, when, uh, when’s your birthday?",LEONARD,SHELDON
14968,"So Leonard, how about it?",PENNY,PENNY
14969,Yes. From Szechuan Palace.,SHELDON,LEONARD
14970,"Sheldon, the food’s here.",LEONARD,PENNY
14971,Never mind. Can I stay here or not?,PENNY,LEONARD
14972,Would I be completely out of line to ask you to shoot him?,LEONARD,LEONARD
14973,So how did you two meet?,RAJ,SHELDON
14974,That’s Bruce Lee.,LEONARD,SHELDON
14975,"Yep, okay.",PENNY,HOWARD
14976,There’s one more zero. You forgot the time parameter.,SHELDON,SHELDON
14977,Hmm. Maybe. Or maybe I tried to do something nice and maybe you had a problem with it because of your control issues.,LEONARD,PENNY
14978,"No, she won’t. I’m great.",SHELDON,PENNY
14979,My sister’s 38 and married.,LEONARD,LEONARD
14980,"Sheldon, I just heard from the guys at MIT about that emotion reader. They’re sending a prototype for you to beta test.",HOWARD,SHELDON
14981,"Ah, it’s nice having the place to ourselves, isn’t it?",PENNY,SHELDON
14982,"Before you leave, could you test these noise-cancelling headphones?",SHELDON,RAJ
14983,"Raj, you just got a text. The probe turned on. It’s fine.",HOWARD,SHELDON
14984,"I know. I get it. When I was in the Soyuz capsule returning from the space station, plummeting toward Earth at 17,000 miles per hour…",HOWARD,SHELDON
14985,"Oh, my God, here he comes. This is it.",RAJ,SHELDON
14986,What do you mean?,SHELDON,PENNY
14987,"Well, you said Sheldon read it. Why not ask him?",OTHERS,PENNY
14988,"Yes, it occurs to me, too.",PENNY,RAJ
14989,"Oh, Howie. A little star, it’s beautiful. Put it on me.",OTHERS,RAJ
14990,It’s brilliant. He needs to read it.,SHELDON,PENNY
14991,"Oh, hi!",PENNY,PENNY
14992,"But we’ll have sex first, right?",RAJ,SHELDON
14993,Switching it up from last year when we came as the Justice League of America.,HOWARD,HOWARD
14994,Until I find a permanent place I will stay with friends.,SHELDON,SHELDON
14995,Wow. I’m starting to think you didn’t mean it when you said you wanted to spruce up the place.,SHELDON,PENNY
14996,Gentlemen.,SHELDON,HOWARD
14997,It’s just that they’ve had plenty of help.,RAJ,SHELDON
14998,"But you are, aren’t you?",OTHERS,LEONARD
14999,"I appreciate this, but you really…",OTHERS,SHELDON
15000,"You know, uh, once I ordered an Uber by accident. I just got in and went somewhere.",SHELDON,SHELDON
15001,I have a girlfriend.,OTHERS,PENNY
15002,Nevertheless we are….,PENNY,SHELDON
15003,"Oh, I’m so sure I’m going to regret this, but, who was I with?",LEONARD,RAJ
15004,Really? I don’t know where she’d get an idea like that. You know Mummy and her crazy imagination I’m so lucky I take after you.,RAJ,HOWARD
15005,"Yes, she did.",HOWARD,LEONARD
15006,"And the story moved along at a brisk pace. It was, overall, what’s the word I’m looking for?",OTHERS,SHELDON
15007,"Hey, guys, guys, President Siebert is headed this way.",RAJ,SHELDON
15008,My mother would lock her car doors if she had to drive through this hodgepodge of ethnicity.,SHELDON,SHELDON
15009,"Penny, your nails look great.",OTHERS,SHELDON
15010,"You’re so kind. You know, I don’t know how I ever got by without you.",SHELDON,SHELDON
15011,Yeah?,PENNY,PENNY
15012,"Hey, what’s for dinner?",HOWARD,LEONARD
15013,"No, we haven’t spoken since your abrupt departure last night caused us to forfeit to Stuart and his dastardly ringer Wil Wheaton.",SHELDON,SHELDON
15014,Good night.,OTHERS,SHELDON
15015,Go get ’em.,OTHERS,SHELDON
15016,"Yeah, well, don’t be a stranger.",LEONARD,LEONARD
15017,What do you want?,PENNY,SHELDON
15018,"Um, tell us about your work, Amy.",HOWARD,LEONARD
15019,"Oh, then you’re probably okay.",HOWARD,LEONARD
15020,And he’s down!,LEONARD,PENNY
15021,"Tewwific. Go ahead, Zack. Naked dwunk girl, fwee-balling, continue.",OTHERS,SHELDON
15022,"That’s a good point. My time is much too valuable. You know, perhaps I should find someone to do it for me. You know, someone with a rudimentary understanding of science, but whose real talents lie in menial labour.",SHELDON,HOWARD
15023,"You know, we’ve never collaborated professionally before. Are you worried it might affect our relationship?",OTHERS,LEONARD
15024,"Good, good.",RAJ,RAJ
15025,We didn’t have a tree when I was growing up.,LEONARD,LEONARD
15026,"Okay, let’s go.",HOWARD,PENNY
15027,"Oh, and there’s not even a bathroom on set. I have to go to the gas station across the street. I mean, I was dressed like half an ape and still not even close to the most disgusting person in there.",PENNY,SHELDON
15028,You know what? Let’s get out of here.,PENNY,LEONARD
15029,What’s with him?,HOWARD,SHELDON
15030,I taught her that.,SHELDON,SHELDON
15031,Yeah.,PENNY,LEONARD
15032,It was the kind of thing that makes it kind of hard to face her now.,HOWARD,SHELDON
15033,Don’t come up here!,HOWARD,LEONARD
15034,"Two words, 3-D printer. Wait, maybe it’s three words. No, hang on. Okay, one word, a letter and a number and maybe a hyphen. 3-D printer.",RAJ,PENNY
15035,"Uh, well, as a waitress, sales was a big part of my job. I mean, believe me, I convinced a lot of very large customers, who should not be eating cheesecake, to have more cheesecake. I mean, one of those chubsters even had an insulin pump.",PENNY,PENNY
15036,"Sheldon, what are you doing here?",OTHERS,OTHERS
15037,That’s not what I meant.,LEONARD,SHELDON
15038,"It’s called carpal tunnel syndrome, and quite frankly you deserve it.",SHELDON,PENNY
15039,"Hi there, Howard Wolowitz.",HOWARD,LEONARD
15040,"Hello? Oh, Chancellor Morton, how are you, sir? Yes, I was expecting your call  three years ago. I see. Wait. What happens if I choose not to give a speech? Uh-huh. And if I don’t want to forfeit the award? Well, you’ve got that tied up in a neat little bow. All right. Thank you.  Problem.",SHELDON,LEONARD
15041,What is happening?,OTHERS,HOWARD
15042,There’s only 30 seconds left in the auction.,SHELDON,HOWARD
15043,"Because this changes everything. What about comic book night? Uh, what about playing games together? What about our trips to Disneyland? How can we do those things with a child around?",SHELDON,PENNY
15044,"No, but, actually, that was this guy’s sister.",LEONARD,SHELDON
15045,"Um, I’m not sure, but I think the right answer here is no.",LEONARD,SHELDON
15046,"Yeah, yeah, that’s the fun part. We’re also getting new curtains for my bedroom, and a dust ruffle, and a duvet, and I don’t even know what a duvet is but I’m pretty sure if I did I wouldn’t want one, but every time I talk to her about moving out she cries and we have sex.",LEONARD,LEONARD
15047,Problem?,PENNY,LEONARD
15048,But we’re gonna have to put the spare on before we go back.,HOWARD,HOWARD
15049,"Wait, wait, just to be clear, when you guys say spa, does that mean the same thing as when regular people say it?",PENNY,PENNY
15050,Can I respond now?,SHELDON,SHELDON
15051,Have you had intercourse?,SHELDON,SHELDON
15052,Did you feel guilty after kissing her?,PENNY,SHELDON
15053,"Yeah, these things happen. They happen to everybody.",OTHERS,SHELDON
15054,"To be clear, I meant like Bernadette, not your mother.",LEONARD,PENNY
15055,"Now, we’ll be able to see the beam when it leaves, but it won’t be strong enough when it comes back to be seen by the naked eye.",LEONARD,SHELDON
15056,I will. Why are you making this such a big deal?,PENNY,LEONARD
15057,Because I knew you’d screw this up.,SHELDON,SHELDON
15058,Yes?,LEONARD,LEONARD
15059,See you.,LEONARD,SHELDON
15060,I’m sorry.,OTHERS,SHELDON
15061,What’s 16 times 14?,SHELDON,SHELDON
15062,What’s his problem?,OTHERS,LEONARD
15063,It wouldn’help. The human body is capable of being flatulent for hours after death.,SHELDON,PENNY
15064,"Oh, of course it’s no big deal to you. You idolize me, and nothing could ever knock me off that pedestal you put me on.",SHELDON,SHELDON
15065,"Okay, I think I got it.",RAJ,SHELDON
15066,Yes. That’s how Velma and Scooby smuggled Shaggy into the old lighthouse.,SHELDON,PENNY
15067,"Well, I want to watch it now.",LEONARD,LEONARD
15068,There was something wrong with that detergent. That was way too bubbly.,SHELDON,LEONARD
15069,Very nice.,OTHERS,SHELDON
15070,"Well, no, but when I was a senior in high school, one of my friends heard I was going to be named head cheerleader. Oh, I was so excited. My mom even made me a celebration pie. Then they named stupid Valerie Mossbacher head cheerleader. Big ol’ slutbag.",PENNY,SHELDON
15071,You don’t have to be mean. I’m sick.,SHELDON,SHELDON
15072,Ha-ha.,LEONARD,LEONARD
15073,"Excuse me, Amy. Penny, do you have plans for dinner tonight?",LEONARD,LEONARD
15074,It’s okay. You made it. We’re fine.,OTHERS,SHELDON
15075,Oh. How’s it going?,LEONARD,OTHERS
15076,"All right, I’ll start with an easy one, um, Isaac Newton, Madame Curie and Niels Bohr.",SHELDON,PENNY
15077,Damn it.,RAJ,SHELDON
15078,"Okay, I’ll talk to her later. Uh, Dad, there’s something I need to tell you. Leonard and I got married.",PENNY,SHELDON
15079,"Well, my mother’s been there for every honour I’ve won since I beat out my twin sister for the did it on the potty trophy. How does this look?",SHELDON,SHELDON
15080,"So, you’re just an idiot?",HOWARD,HOWARD
15081,"Come on, Sheldon, you have to get her something.",OTHERS,LEONARD
15082,You’re sure it’s not weird.,LEONARD,HOWARD
15083,"I’m sorry. Yes, of course.",SHELDON,LEONARD
15084,I’m so disappointed it didn’t work with him and Penny.,OTHERS,PENNY
15085,"I don’t know, check your body for tattoos?",PENNY,SHELDON
15086,That’s not true. We were just laughing right in your face.,OTHERS,SHELDON
15087,How are flower barrettes going to appeal to men?,PENNY,SHELDON
15088,Okay.,PENNY,LEONARD
15089,"Penny, there’s only one cookie with something in the middle that solves life’s problems, and that’s an Oreo. Or a Nutter Butter, if you’re in a pinch.",SHELDON,LEONARD
15090,"Yes, you are, you’re meant to learn how to drive. Please learn how to drive!",LEONARD,SHELDON
15091,We’re not standing outside by the U-Haul while you fondle yourself.,LEONARD,RAJ
15092,I apologize that it’s so warm in here.,SHELDON,SHELDON
15093,"Oh, so I shouldn’t ask her how she feels about being a member of your harem?",LEONARD,HOWARD
15094,"Oh, that would be great.",LEONARD,LEONARD
15095,"Fine, if you really want me to, I will pick your mom up.",PENNY,RAJ
15096,"Well, the next time you watch it, I’m the bloke who asked the question that he said was stupid and obvious. It was the nicest thing he said to anyone there.",OTHERS,OTHERS
15097,Are you all right?,OTHERS,LEONARD
15098,You’re up.,LEONARD,HOWARD
15099,Really?,PENNY,LEONARD
15100,I tried to let go of anger and threw a rock into my foot.,SHELDON,RAJ
15101,"Got it. All right, I’m thinking one way to counter bias in the peer-review process, is for papers to be submitted under gender-neutral names. Like S. Smith instead of Samantha Smith.",LEONARD,PENNY
15102,Because I’m stupid!,PENNY,SHELDON
15103,Don’t worry. Everything’s fine.,RAJ,SHELDON
15104,"I was, but it’s their anniversary and I didn’t want to be a third wheel, so I figured I’d come over here and hang out with you and Penny on your date.",RAJ,PENNY
15105,"Oh neat, what’s the occasion?",SHELDON,SHELDON
15106,I formally request sanctuary.,SHELDON,SHELDON
15107,What?,OTHERS,PENNY
15108,A Romulan battle bagel?,RAJ,SHELDON
15109,"Yeah, no, yeah, wow, I’m sorry. That must’ve been the last thing you wanted to hear.",LEONARD,PENNY
15110,"I guess. I’m just, you know, worried about Sheldon.",LEONARD,LEONARD
15111,"Raj, I highly doubt there is any argument you can make, threat you might levy, rhetorical strategy, plea, invocation, supplication, or… vetoomus that you can employ that would convince me to reconsider.",SHELDON,SHELDON
15112,"Yeah, but she’s at the hospital in quarantine.",HOWARD,SHELDON
15113,"Oh. Huh, um, maybe, if you like women who are tall… and perfect.",LEONARD,SHELDON
15114,I know. I was hoping to go without anyone finding out.,LEONARD,SHELDON
15115,"I know she can be a little intense, but, I swear, she is so sweet once you get past all the…",PENNY,SHELDON
15116,"Well, then why are you doing it?",PENNY,LEONARD
15117,"What, you’re familiar with the reference?",SHELDON,SHELDON
15118,"Well, in the first grade, my friend Rosie and I made a pact to marry Bert and Ernie. You know, from Sesame Street?",PENNY,HOWARD
15119,That’s no threat. My mother’s always wanted a grandchild.,SHELDON,LEONARD
15120,"Hey, Stuart.",RAJ,LEONARD
15121,"So I have an idea for a filk song. It’s kind of a, a power ballad, superhero crossover tale of epic proportions.",RAJ,SHELDON
15122,"You don’t have to say good night to painting Amy, ’cause she’s never leaving.",OTHERS,PENNY
15123,You’ll do fine. Hand me those rings? See? You nailed it.,HOWARD,SHELDON
15124,"As in, costumes?",HOWARD,SHELDON
15125,"I’ve been meaning to ask you, do you think we should make a call about that?",SHELDON,SHELDON
15126,Yeah. Hang on. Sheldon!,LEONARD,LEONARD
15127,"Until I met you and Bernadette, my trips to the bathroom had been entirely focused on elimination. Now they have a delightful social aspect.",OTHERS,OTHERS
15128,You got it.,LEONARD,LEONARD
15129,"Oh, man. Look at my nose.",HOWARD,PENNY
15130,"That’s a bazinga, right?",HOWARD,SHELDON
15131,Can we talk?,PENNY,SHELDON
15132,"Obviously, we’re no longer a Justice League. We have no choice but to switch to our Muppet Baby costumes.",SHELDON,SHELDON
15133,"You know, I’ve always wanted to go to a goth nighclub.",SHELDON,LEONARD
15134,Get? Hang on. I don’t feel like you’re taking this dilemma seriously.,SHELDON,PENNY
15135,"Ah, the worst for last. Hmm. Classic Flakey.",SHELDON,OTHERS
15136,"It was not a crisis. Apparently, I favoured the left one, she got a little lopsided.",LEONARD,SHELDON
15137,Squeeze yourself.,LEONARD,PENNY
15138,"Hi-ho, hi-ho, it’s off to fish we go.",HOWARD,SHELDON
15139,"Oh, okay. Just like old times.",PENNY,PENNY
15140,"Don’t worry, I can take good care of your friend.",OTHERS,PENNY
15141,Bosoms would not have said howdy in the fifteenth century. If anything they would have said “huzzah!”,SHELDON,SHELDON
15142,We don’t get paid? Nothing? Not even a sandwich?,RAJ,PENNY
15143,"Okay, look. Howard, I just want to apologize for some things that I have said. About you. I’ve been informed that you have feelings. And apparently, I have hurt them. So, I’m sorry. Howard.",PENNY,RAJ
15144,"It’s too thin if I were making a foot-long brain sandwich at Quiznos. For examination under a two-photon microscope, it’s fine.",OTHERS,PENNY
15145,Are you drinking whisky?,LEONARD,PENNY
15146,Is it morning?,SHELDON,LEONARD
15147,Would you just relax?,LEONARD,LEONARD
15148,"Got a bit of traffic this morning, huh? Think it’s gonna rain? Instead of underpants, I covered my crotch with potato salad this morning. Thoughts? Okay, I know what’ll cheer you up, let’s play one of your driving games.",LEONARD,SHELDON
15149,Don’t I know it.,LEONARD,PENNY
15150,"Wait. Katee, why are you leaving?",HOWARD,PENNY
15151,"Oh, very well. What are the sleeping arrangements? We’ve only been dating for three years. If we were to share a room, people might talk.",SHELDON,LEONARD
15152,"Well, I wonder if anyone’s tried that.",SHELDON,LEONARD
15153,"You’re not a lawyer, Sheldon, you’re just a know-it-all.",LEONARD,SHELDON
15154,I’m not going to say another word until you people settle down. I’m waiting.,SHELDON,LEONARD
15155,Wait! You bought me a present?,SHELDON,LEONARD
15156,"Wow, you’re like a dog with a bone, aren’t you?",PENNY,HOWARD
15157,"Oh, I’m working on my lesson plan for Wolowitz. He is going to be so lost. Look at this section over here. Even I don’t really understand it.",SHELDON,OTHERS
15158,How? You had the whole floor to yourself.,SHELDON,LEONARD
15159,"Like I said, complicated game.",LEONARD,LEONARD
15160,"Well, wear different pyjamas.",PENNY,LEONARD
15161,"Uh, a Hobbit is a mortal Halfling inhabitant of Middle Earth, whereas an Elf is an immortal tall warrior.",LEONARD,SHELDON
15162,Wonderful. would you mind holding up this shirt while I take a quick…?,SHELDON,HOWARD
15163,Wow.,OTHERS,LEONARD
15164,Sure you remember. You went to the bar and made a fool of yourself trying to pick up strange women.,RAJ,PENNY
15165,I’m looking at it.,OTHERS,LEONARD
15166,I like the first one.,OTHERS,LEONARD
15167,"In what words then, exactly",SHELDON,SHELDON
15168,Sheldon.,PENNY,SHELDON
15169,It was pretty good. We won.,PENNY,LEONARD
15170,Huh?,LEONARD,LEONARD
15171,Then why can’t we tell your parents?,LEONARD,PENNY
15172,"Well, there’s a question I better have a good answer to before she gets back.",RAJ,LEONARD
15173,I don’t know. Maybe.,RAJ,LEONARD
15174,"Oh, good. Bernadette. Cute, sweet, vicious little Bernadette.",OTHERS,SHELDON
15175,"Oh, he’s coming here. I’m actually making dinner.",OTHERS,HOWARD
15176,Fine.,LEONARD,HOWARD
15177,Why are you asking me?,PENNY,SHELDON
15178,"If you’d like to take your mind off what’s troubling you, uh, word on the street is a bobcat has been spotted.",SHELDON,SHELDON
15179,"Yeah, we’re putting the play on for one night in this little 99-seat theatre. Can you come? Oh, great. Do you know 98 other people that might want to come? Oh, hang on.  Hello?",PENNY,SHELDON
15180,I am going to record this for posterity.,SHELDON,LEONARD
15181,"Although, for the record, on one occasion, she licked her thumb to remove raspberry jelly from the corner of my mouth. It’s an action we both regret to this day.",SHELDON,LEONARD
15182,Weren’t you?,OTHERS,SHELDON
15183,And this is Leonard and Sheldon’s apartment.,RAJ,PENNY
15184,"Ah, so the yogurt didn’t work. I’ll fire off a critical e-mail to the manufacturer.",SHELDON,LEONARD
15185,Vocal test. Morning vocal test. Second vocal test. Second morning vocal test.,SHELDON,SHELDON
15186,Of course. Barry?,SHELDON,SHELDON
15187,What are you doing here? You’re not Sheldon.,OTHERS,RAJ
15188,Yes. Apparently I’m getting a free dinner.,SHELDON,RAJ
15189,"Hey, Raj.",OTHERS,SHELDON
15190,"Really? That’s the commitment issue you’re wrestling with? Sheldon, do you understand the irony of your fixation on a man with super speed, while after five years all I can get out of you is a distracted make-out session on a couch?",OTHERS,HOWARD
15191,"It is great, isn’t it? We have a wonderful evening ahead of us.",SHELDON,SHELDON
15192,I didn’t betray Penny.,LEONARD,PENNY
15193,"Any place specific or just the Bozeman, Montana Loony Bin?",LEONARD,OTHERS
15194,Hey. What are you doing here?,LEONARD,SHELDON
15195,You can’t do that. He’s with me.,PENNY,LEONARD
15196,So?,RAJ,RAJ
15197,He’s just joining his friends; it’s fine.,LEONARD,LEONARD
15198,That was fast.,LEONARD,RAJ
15199,"Lenny, right?",OTHERS,LEONARD
15200,"I love you, too.",LEONARD,SHELDON
15201,"It’s appreciated. And if you ever manage to find a woman again, I’ll be glad to return the favour.",SHELDON,PENNY
15202,Then using that number as the average speed to calculate the travel time from Mordor to the Shire.,HOWARD,SHELDON
15203,"Oh, sure. Well, you’re fun to look at.",SHELDON,PENNY
15204,"You’re right, this side does look better.",LEONARD,LEONARD
15205,"Thank you, Barry.",LEONARD,RAJ
15206,"Me, too.",LEONARD,SHELDON
15207,"I have a feeling you’re still doing it. But I find that topic irresistible, so, now, in ancient Mesopotamia, the king referred to the people as his property.",SHELDON,PENNY
15208,"Why, yes, I love to party. Party is my middle name. Or it would be, if it weren’t Ramayan.",RAJ,LEONARD
15209,"Sheldon, I want you to take that cap off.",OTHERS,SHELDON
15210,"Wait, that purple flag indicates that marine pests, such as jellyfish, are present.",SHELDON,LEONARD
15211,"No, on, on getting engaged, good for you.",PENNY,LEONARD
15212,"No, I was just excited to list him as a friend.",SHELDON,SHELDON
15213,It’s not Elvish. It’s the language of Mordor written in Elvish script. One Ring to,SHELDON,PENNY
15214,"I’d suggest a lubricant, but I have a feeling you fell on some of that as well.",LEONARD,SHELDON
15215,"Actually, to this day, she’s never really said it.",LEONARD,SHELDON
15216,"Oh, man, that rocks.",HOWARD,SHELDON
15217,You gave me a bill at the end of every month.,PENNY,PENNY
15218,"Yes, now he knows what bathtubs are capable of doing when you don’t treat them with respect.",PENNY,LEONARD
15219,Nothing. I love it.,LEONARD,LEONARD
15220,I’m sweating already.,RAJ,LEONARD
15221,"Seriously, congratulations, Sheldon.",HOWARD,OTHERS
15222,"Yeah, I know who it is, but why is it me?",LEONARD,HOWARD
15223,"Hang on. It’s Leonard. Hi, Leonard.",OTHERS,RAJ
15224,"You got it, you girls are in charge.",LEONARD,LEONARD
15225,I brought you a little care package from work. It’s our latest antiviral and the best decongestant we make.,OTHERS,LEONARD
15226,I see no organizational system in here whatsoever. Which panties do you wear on Mondays?,SHELDON,RAJ
15227,"Okay, so I wasn’t exactly John Glenn up there, but I’ve changed. I’m a different man now. Yeah, and I’m a little insulted that you guys don’t think I can handle it.",HOWARD,SHELDON
15228,"Oh, my God. I didn’t used to like you.",PENNY,LEONARD
15229,"Oh, good. Check it out, The Disappointing Child by Beverly Hofstadter.",PENNY,PENNY
15230,Go away.,RAJ,SHELDON
15231,"That’s how you start a psychotherapy session? How am I doing? I was promised a riverboat journey into the jungles of my subconscious. Instead, I get the same question I hear from the lady who slices my bologna at Ralph’s.",SHELDON,SHELDON
15232,I know and I’m sorry.,HOWARD,LEONARD
15233,"Although, Amy’s already taken me out of my package and played with me.",SHELDON,SHELDON
15234,No way.,OTHERS,PENNY
15235,"All right, if I’m doing this, I’m playing to win, so just to be clear, if we’re ourselves, that means one of us killed Stuart?",OTHERS,SHELDON
15236,At times.,SHELDON,SHELDON
15237,Oh. Thanks.,PENNY,LEONARD
15238,Yup.,OTHERS,SHELDON
15239,"When I go back to work, we’re gonna leave her with these people. We don’t know anything about them.",OTHERS,PENNY
15240,"You know, we could always drive to Vegas and get married.",HOWARD,SHELDON
15241,"See? Right there. You’re a grown man, you should be able to pick whichever hobbit you want. Wish you wouldn’t, but one problem at a time.",PENNY,HOWARD
15242,It’s fine.,PENNY,SHELDON
15243,Melvina.,HOWARD,LEONARD
15244,No. Yeah.,PENNY,SHELDON
15245,"No. The fourth, the fourth time was, was the charm.",OTHERS,SHELDON
15246,"Really? Even during allergy season, when he has to alternate between kissing and breathing?",PENNY,SHELDON
15247,"I’m sorry. Honestly, I didn’t think your job would bother me, but I guess it did. And I hate myself for that. But there’s a lot of things about me that would totally embarrass you.",RAJ,LEONARD
15248,"Okay, let’s go through this one more time. Just because Leonard has a new girlfriend does not mean I need to go out and hook up with some guy.",PENNY,SHELDON
15249,"Remember, seven o’clock.",SHELDON,PENNY
15250,"Raj, what’s going on?",LEONARD,SHELDON
15251,"Oh, thank God.",OTHERS,SHELDON
15252,"Well, I’m, I’m booked to do a children’s party tomorrow, and, um, frankly I, you know, I, I don’t feel up to it.",OTHERS,HOWARD
15253,"Yeah, it’s cute. That’s the problem. I don’t need other girls to see him walking around like sex on a stick.",OTHERS,PENNY
15254,"The hotel’s nice. There’s a pool, a gym, the bar looks like fun.",OTHERS,SHELDON
15255,"Yeah. And you never will. Ooh, hey, oh, ask her to do the tissue thing. Do it, ask her.",SHELDON,PENNY
15256,No kidding.,LEONARD,LEONARD
15257,You really should.,LEONARD,LEONARD
15258,"And I’m telling you for the last time it’s pandering, it’s undignified and bite me.",SHELDON,RAJ
15259,"Uh, don’t lower yourself to their level.",LEONARD,SHELDON
15260,What’s wrong?,LEONARD,SHELDON
15261,"You are. I’m not strong enough to get it through his chest plate, and we’ve only got one shot.",OTHERS,PENNY
15262,"It’s not you. Now think, there’s a car named after him.",OTHERS,PENNY
15263,I don’t care. We’ll make our own music.,PENNY,HOWARD
15264,But I don’t want to go to bed.,SHELDON,PENNY
15265,"That’s sad. Let’s ask ourselves, is there anyone we know who would make a more manly and convincing son of Krypton?",SHELDON,LEONARD
15266,Fine. Ricardo and Tondelaya.,PENNY,LEONARD
15267,You’re very welcome.,LEONARD,LEONARD
15268,"All right, well, if I’m understanding this right, and all she did was help out another scientist, I’m thinking you might have to let this one go.",PENNY,LEONARD
15269,Really?,OTHERS,LEONARD
15270,"It’s a blindingly clever play on words. By appropriating his character’s name and adding the S, we imply that we we’ll be the crushers of Wesley.",SHELDON,LEONARD
15271,Really?,HOWARD,LEONARD
15272,Hello.,SHELDON,PENNY
15273,That’s a relief.,LEONARD,SHELDON
15274,I know. I work here.,OTHERS,LEONARD
15275,"Um, these are gift bags we’re going to put in the hotel rooms of our out-of-town guests. This is a map of Pasadena. This is a list of local restaurants. And then, for Howie’s relatives, we have antihistamines, antacids, and medicine for diarrhoea and constipation.",OTHERS,SHELDON
15276,Abundantly.,SHELDON,HOWARD
15277,"Well, I’d love to, but you know my mother needs me in the morning.",HOWARD,HOWARD
15278,It’s not difficult for me. I’m having fun.,LEONARD,LEONARD
15279,You see what you’re doing? Stop that.,HOWARD,PENNY
15280,It doesn’t matter.,SHELDON,PENNY
15281,Fine. You leave the room and find yourself standing before a pool of melted snowmen. There are carrots and lumps of coal in the water.,LEONARD,LEONARD
15282,"Hey, where you been?",HOWARD,RAJ
15283,Anything to drink?,SHELDON,SHELDON
15284,The Air Force contacted me about our quantum gyroscope. They want to have a meeting.,HOWARD,HOWARD
15285,You think you take after me?,OTHERS,RAJ
15286,Is it that the glucosinolates which give mustard its flavour were evolved by the cabbage family as a chemical defence against caterpillars?,SHELDON,PENNY
15287,Really? Are you familiar with the Drake Equation?,HOWARD,SHELDON
15288,Really? In a comic book store?,PENNY,SHELDON
15289,"Oh. I get it, I’m the third wheel. Sorry, I should have seen that. I’ll get out of your way. Uh, you’re gonna want to eat those eggs while they’re still hot.",HOWARD,PENNY
15290,I’m getting dizzy.,SHELDON,LEONARD
15291,Penny’s still sleeping.,LEONARD,SHELDON
15292,"Meeting, meeting, bo-beeting, banana-fana, fo-feeting, fee-fi mo-meeting.",SHELDON,RAJ
15293,It’s because you’re not giving me any space to think.,OTHERS,HOWARD
15294,"Hey, don’t talk to her like that. She’s a lady.",RAJ,LEONARD
15295,So your solution is to promote me and pay me more money so that I can impart my knowledge to the next generation of scientists?,SHELDON,SHELDON
15296,He got all of his stuff stolen.,LEONARD,SHELDON
15297,"Remind me to compliment Wolowitz on the software, it’s amazingly detailed.",SHELDON,SHELDON
15298,Imagine that.,OTHERS,SHELDON
15299,Are you hungry? How about that sushi place you love?,OTHERS,LEONARD
15300,I know. I also can’t believe he watched what we did on that couch and still sits on it.,LEONARD,PENNY
15301,"Ugh, Toby, what did you do in a past life to be so disgusting now?",RAJ,SHELDON
15302,He’s gonna be okay.,OTHERS,LEONARD
15303,"Anyway, I was talking to Leonard this morning and I think he feels really bad about it.",PENNY,LEONARD
15304,"I think it’s pretty wide open. Oh, wait. Here’s something at four o’clock. Give Alex a talking to?",OTHERS,SHELDON
15305,"Have her get season two. Season one, it was still finding itself.",RAJ,SHELDON
15306,"Amy, I was off by a factor of 10,000.",SHELDON,SHELDON
15307,What?,PENNY,LEONARD
15308,"Yeah, great. Um, I’ll put food in her top half, you deal with whatever comes out the bottom.",RAJ,SHELDON
15309,When is the time?,LEONARD,RAJ
15310,Aaaa-aw!,LEONARD,SHELDON
15311,Please pass the butter!,OTHERS,HOWARD
15312,It was a lot hotter than it sounds.,OTHERS,LEONARD
15313,So I guess I won’t be seeing you guys for a while.,RAJ,LEONARD
15314,This article says the peak age for making a Nobel Prize-winning discovery is 40.,SHELDON,RAJ
15315,We came to apologize.,LEONARD,OTHERS
15316,"Take that, glass ceiling.",OTHERS,LEONARD
15317,"Since we all agree Episode I isn’t our favourite, maybe we just skip it this time.",HOWARD,OTHERS
15318,"Uh-oh, somebody’s still pouting.",PENNY,LEONARD
15319,Good luck.,LEONARD,PENNY
15320,"My point is, if I were a horse or a bird, I’d be very nervous around James Cameron.",RAJ,SHELDON
