,Episodes,Episode_Names,Characters,Lines,Season
27078,614,Chandler Can't Cry,ROSS,uh okay well there’s-there’s wine kitchen,6
27079,614,Chandler Can't Cry,JILL,oh great,6
27080,614,Chandler Can't Cry,ROSS,hello,6
27081,614,Chandler Can't Cry,RACHEL,sister drape shut,6
27082,614,Chandler Can't Cry,ROSS,o-okay rach calm-calm okay she-she’s really upset we’re talk,6
27083,614,Chandler Can't Cry,RACHEL,ross think try make something happen get back,6
27084,614,Chandler Can't Cry,ROSS,that’s reason could huh couldn’t anything fact that-that maybe i’m good listener uh put great slide show,6
27085,614,Chandler Can't Cry,RACHEL,ross tell use get back,6
27086,614,Chandler Can't Cry,ROSS,y’know think take care i’ll talk later good-bye whoa uh sister actually she-she think you’re use,6
27088,614,Chandler Can't Cry,PHOEBE,hey,6
27089,614,Chandler Can't Cry,JOEY,hey,6
27090,614,Chandler Can't Cry,PHOEBE,come company ursula work,6
27091,614,Chandler Can't Cry,JOEY,oh,6
27092,614,Chandler Can't Cry,PHOEBE,go pick phoebe buffay’s check lot,6
27093,614,Chandler Can't Cry,JOEY,nice,6
27094,614,Chandler Can't Cry,PHOEBE,um-mmm won’t go anymore give correct address,6
27095,614,Chandler Can't Cry,JOEY,that’s great isn’t gonna bother people still think you’re porn star,6
27096,614,Chandler Can't Cry,PHOEBE,oh know handle,6
27098,614,Chandler Can't Cry,PHOEBE,yeah you’re try figure know right i’ll give hint porn okay yeah pervert boyfriend watch porno movie see,6
27099,614,Chandler Can't Cry,JOEY,yeah,6
27100,614,Chandler Can't Cry,CHANDLER,hey,6
27101,614,Chandler Can't Cry,ROSS,uh may right jill,6
27102,614,Chandler Can't Cry,RACHEL,oh knew happen,6
27103,614,Chandler Can't Cry,ROSS,umm kiss,6
27104,614,Chandler Can't Cry,RACHEL,kiss,6
27105,614,Chandler Can't Cry,CHANDLER,maybe give privacy,6
27106,614,Chandler Can't Cry,MONICA,shhhh,6
27107,614,Chandler Can't Cry,ROSS,look uh try kiss okay,6
27108,614,Chandler Can't Cry,RACHEL,well doesn’t sound like mean it’s pretty easy kiss someone don’t kiss see look right kiss,6
27109,614,Chandler Can't Cry,ROSS,let finish okay start kiss and-and didn’t stop guess i-i wasn’t thinking…,6
27110,614,Chandler Can't Cry,RACHEL,yeah that’s right weren’t think y’know let give something think,6
27111,614,Chandler Can't Cry,ROSS,oh wait—hold start think stop kiss,6
27112,614,Chandler Can't Cry,RACHEL,oh well thank take tongue sister’s mouth long enough tell,6
27113,614,Chandler Can't Cry,ROSS,look i-i realize anything happen jill nothing could ever happen,6
27115,614,Chandler Can't Cry,ROSS,mean look don’t know anything go happen ever don’t want know it-it never could stop get mad break projector,6
27116,614,Chandler Can't Cry,RACHEL,wow don’t even know say thank,6
27117,614,Chandler Can't Cry,ROSS,you’re welcome,6
27118,614,Chandler Can't Cry,MONICA,oh god are-are cry,6
27119,614,Chandler Can't Cry,CHANDLER,don’t see two can’t work thing,6
27120,614,Chandler Can't Cry,JILL,right i’m leave i’m go spend one day someone whose sabotage every move that’s rachel,6
27121,614,Chandler Can't Cry,RACHEL,yeah get,6
27122,614,Chandler Can't Cry,JILL,throw say gay,6
27123,614,Chandler Can't Cry,ROSS,take care jill,6
27124,614,Chandler Can't Cry,JILL,okay see ya,6
27125,614,Chandler Can't Cry,RACHEL,bye-bye-e,6
27126,614,Chandler Can't Cry,MONICA,bye,6
27127,614,Chandler Can't Cry,CHANDLER,i-i can’t believe jill’s go can’t help open gate,6
27128,615-616,"That Could Have Been, Part I & II",RACHEL,hey guy guess barry mindy get divorce,6
27129,615-616,"That Could Have Been, Part I & II",MONICA,oh god,6
27130,615-616,"That Could Have Been, Part I & II",PHOEBE,wow,6
27131,615-616,"That Could Have Been, Part I & II",JOEY,matter,6
27132,615-616,"That Could Have Been, Part I & II",PHOEBE,barry mindy,6
27133,615-616,"That Could Have Been, Part I & II",JOEY,oh sorry hear divorce immediately go ross who-who’s barry mindy,6
27134,615-616,"That Could Have Been, Part I & II",RACHEL,barry guy almost marry mindy best friend,6
27135,615-616,"That Could Have Been, Part I & II",JOEY,ohh-oh wasn’t cheating,6
27136,615-616,"That Could Have Been, Part I & II",RACHEL,yeah mean fall asleep top instead,6
27137,615-616,"That Could Have Been, Part I & II",MONICA,get divorce,6
27138,615-616,"That Could Have Been, Part I & II",RACHEL,well apparently catch cheat someone else isn’t sad god could imagine actually married mean different would life,6
27139,615-616,"That Could Have Been, Part I & II",ROSS,know mean i’ve always wonder different life would if-if i’d never get divorce,6
27140,615-616,"That Could Have Been, Part I & II",PHOEBE,time,6
27141,615-616,"That Could Have Been, Part I & II",ROSS,first time seriously imagine carol hadn’t realize lesbian,6
27142,615-616,"That Could Have Been, Part I & II",JOEY,can’t keep see good way,6
27143,615-616,"That Could Have Been, Part I & II",ROSS,i’d bet i’d still kara-tay towards end marriage lot kara-tay way release tension y’know anything else physical,6
27144,615-616,"That Could Have Been, Part I & II",CHANDLER,maybe problem pronounce kara-tay,6
27145,615-616,"That Could Have Been, Part I & II",MONICA,still fat well wouldn’t date that’s sure,6
27146,615-616,"That Could Have Been, Part I & II",CHANDLER,sure would,6
27147,615-616,"That Could Have Been, Part I & II",ALL,oh yeah come yeah right,6
27148,615-616,"That Could Have Been, Part I & II",CHANDLER,guy really think i’m shallow,6
27149,615-616,"That Could Have Been, Part I & II",ROSS,think monica fat,6
27150,615-616,"That Could Have Been, Part I & II",JOEY,hey imagine never get fired day live oh-hey there’s carol,6
27151,615-616,"That Could Have Been, Part I & II",CHANDLER,gut quit job i’d probably write new yorker get pay funny job’s fun mean tomorrow i-i don’t wear tie,6
27152,615-616,"That Could Have Been, Part I & II",PHOEBE,take job merrill lynch,6
27154,615-616,"That Could Have Been, Part I & II",RACHEL,merrill lynch,6
27155,615-616,"That Could Have Been, Part I & II",PHOEBE,yeah massage client work and-and say knack stock,6
27156,615-616,"That Could Have Been, Part I & II",RACHEL,well didn’t take job,6
27157,615-616,"That Could Have Been, Part I & II",PHOEBE,time see thought everything rhyme true thought y’know i’d work stock i’d live box eat lox pet fox,6
27158,615-616,"That Could Have Been, Part I & II",ROSS,hey guy think thing happen we’d still hang,6
27159,615-616,"That Could Have Been, Part I & II",ROSS,oh god rachel green,6
27160,615-616,"That Could Have Been, Part I & II",RACHEL,rob tillman,6
27161,615-616,"That Could Have Been, Part I & II",ROSS,no-no it’s-it’s ross,6
27162,615-616,"That Could Have Been, Part I & II",RACHEL,oh i’m sorry ross tillman,6
27163,615-616,"That Could Have Been, Part I & II",ROSS,no-no ross geller,6
27164,615-616,"That Could Have Been, Part I & II",RACHEL,ohh course monica’s brother,6
27165,615-616,"That Could Have Been, Part I & II",ROSS,yeah right,6
27166,615-616,"That Could Have Been, Part I & II",RACHEL,wow,6
27167,615-616,"That Could Have Been, Part I & II",ROSS,good-good i’m-i’m married,6
27168,615-616,"That Could Have Been, Part I & II",RACHEL,ohh,6
27169,615-616,"That Could Have Been, Part I & II",ROSS,is-isn’t best,6
27170,615-616,"That Could Have Been, Part I & II",RACHEL,oh it’s best umm how’s monica,6
27171,615-616,"That Could Have Been, Part I & II",ROSS,oh really really great yeah a-actually she’s right street umm do-do know stop bye say hi,6
27172,615-616,"That Could Have Been, Part I & II",RACHEL,ohh would love,6
27173,615-616,"That Could Have Been, Part I & II",ROSS,yeah oh-oh she’d excite,6
27174,615-616,"That Could Have Been, Part I & II",RACHEL,ohh okay,6
27175,615-616,"That Could Have Been, Part I & II",ROSS,come,6
27176,615-616,"That Could Have Been, Part I & II",RACHEL,oh wait don’t pay busty lady,6
27177,615-616,"That Could Have Been, Part I & II",ROSS,it’s okay some-some kid ask pick don’t…,6
27178,615-616,"That Could Have Been, Part I & II",RACHEL,oh yeah okay,6
27179,615-616,"That Could Have Been, Part I & II",ROSS,okay,6
27180,615-616,"That Could Have Been, Part I & II",RACHEL,don’t give money back,6
27181,615-616,"That Could Have Been, Part I & II",ROSS,uh-huh hey go buddy sorry porn okay let’s go see monica,6
27182,615-616,"That Could Have Been, Part I & II",JOEY,monica still go dr boring huh,6
27183,615-616,"That Could Have Been, Part I & II",MONICA,he’s bore he’s just-he’s low key,6
27184,615-616,"That Could Have Been, Part I & II",MONICA,thanks,6
27185,615-616,"That Could Have Been, Part I & II",JOEY,wow,6
27186,615-616,"That Could Have Been, Part I & II",JOEY,oh dear god let think,6
27187,615-616,"That Could Have Been, Part I & II",CHANDLER,hey,6
27188,615-616,"That Could Have Been, Part I & II",JOEY,hey,6
27189,615-616,"That Could Have Been, Part I & II",MONICA,oh what’s matter,6
27190,615-616,"That Could Have Been, Part I & II",CHANDLER,oh get another rejection letter say write funny archie comic funny,6
27191,615-616,"That Could Have Been, Part I & II",MONICA,okay,6
27192,615-616,"That Could Have Been, Part I & II",MONICA,bye,6
27193,615-616,"That Could Have Been, Part I & II",CHANDLER,question what’s boring,6
27194,615-616,"That Could Have Been, Part I & II",JOEY,hey man look sorry archie thing uh need give money,6
27195,615-616,"That Could Have Been, Part I & II",CHANDLER,hey may money still pride,6
27196,615-616,"That Could Have Been, Part I & II",JOEY,really,6
27197,615-616,"That Could Have Been, Part I & II",CHANDLER,ehh,6
27198,615-616,"That Could Have Been, Part I & II",MONICA,maybe joey doesn’t give money tv star assistant right,6
27199,615-616,"That Could Have Been, Part I & II",JOEY,that’s idea hey hire assistant would-would take money,6
27200,615-616,"That Could Have Been, Part I & II",MONICA,joey chandler could assistant see could answer fan mail stuff,6
27201,615-616,"That Could Have Been, Part I & II",JOEY,that’s great would great let’s,6
27202,615-616,"That Could Have Been, Part I & II",CHANDLER,could use money could give time write,6
27203,615-616,"That Could Have Been, Part I & II",JOEY,oh right great welcome aboard,6
27204,615-616,"That Could Have Been, Part I & II",CHANDLER,okay,6
27205,615-616,"That Could Have Been, Part I & II",JOEY,right hey need use bathroom since don’t need assistance take break,6
27206,615-616,"That Could Have Been, Part I & II",CHANDLER,right,6
27207,615-616,"That Could Have Been, Part I & II",PHOEBE,hey,6
27208,615-616,"That Could Have Been, Part I & II",MONICA,hey phoebe guess,6
27210,615-616,"That Could Have Been, Part I & II",MONICA,joey hire chandler assistant,6
27211,615-616,"That Could Have Been, Part I & II",PHOEBE,ohh that’s sweet oh hang hang onnnnnn go no-no say sell hit it’s number come it’s okay it’s okay you’re allow one mistake kid course fire,6
27212,615-616,"That Could Have Been, Part I & II",ROSS,hey mon,6
27213,615-616,"That Could Have Been, Part I & II",MONICA,hey,6
27214,615-616,"That Could Have Been, Part I & II",ROSS,mon look run,6
27215,615-616,"That Could Have Been, Part I & II",MONICA,oh god rachel look terrific,6
27216,615-616,"That Could Have Been, Part I & II",RACHEL,ohh lose weight,6
27217,615-616,"That Could Have Been, Part I & II",MONICA,sweet notice yes lose three half pound,6
27218,615-616,"That Could Have Been, Part I & II",ROSS,uh you-you remember friend chandler,6
27219,615-616,"That Could Have Been, Part I & II",CHANDLER,hey,6
27220,615-616,"That Could Have Been, Part I & II",RACHEL,oh yeah,6
27221,615-616,"That Could Have Been, Part I & II",ROSS,that’s phoebe,6
27222,615-616,"That Could Have Been, Part I & II",PHOEBE,hi,6
27223,615-616,"That Could Have Been, Part I & II",MONICA,oh god sit sit long since we’ve see,6
27224,615-616,"That Could Have Been, Part I & II",ROSS,day christmas sean mcmahon’s party play one song y’know interplanetary courtship ritual,6
27225,615-616,"That Could Have Been, Part I & II",RACHEL,oh yeah right are—do still music,6
27226,615-616,"That Could Have Been, Part I & II",ROSS,sometimes come sometime i’ll play one other…,6
27227,615-616,"That Could Have Been, Part I & II",RACHEL,oh god joey tribbiani day live walk,6
27228,615-616,"That Could Have Been, Part I & II",MONICA,rach he’s friend,6
27229,615-616,"That Could Have Been, Part I & II",RACHEL,friend dr drake remoray,6
27230,615-616,"That Could Have Been, Part I & II",CHANDLER,well it’s kinda hard friend drake busy schedule fact he’s real,6
27231,615-616,"That Could Have Been, Part I & II",ROSS,hey-hey could bring keyboard sometime,6
27232,615-616,"That Could Have Been, Part I & II",RACHEL,he’s come he’s come,6
27233,615-616,"That Could Have Been, Part I & II",MONICA,joey,6
27234,615-616,"That Could Have Been, Part I & II",JOEY,know here-here,6
27235,615-616,"That Could Have Been, Part I & II",MONICA,ohhh friend rachel go high school together,6
27236,615-616,"That Could Have Been, Part I & II",RACHEL,hi,6
27237,615-616,"That Could Have Been, Part I & II",JOEY,hi,6
27238,615-616,"That Could Have Been, Part I & II",RACHEL,hi love show watch everyday mean take kidney save ex-wife even though tire kill you…,6
27239,615-616,"That Could Have Been, Part I & II",JOEY,well it’s always nice meet fan,6
27240,615-616,"That Could Have Been, Part I & II",RACHEL,ah,6
27241,615-616,"That Could Have Been, Part I & II",JOEY,she’s crazy,6
27243,615-616,"That Could Have Been, Part I & II",JOEY,uh doin’,6
27244,615-616,"That Could Have Been, Part I & II",PHOEBE,hang hang hang go who’s oh okay you’re gonna like work what’s name kind name brendy i… whatever… stop talk right name joan pick last name,6
27245,615-616,"That Could Have Been, Part I & II",JOEY,hey,6
27246,615-616,"That Could Have Been, Part I & II",CHANDLER,uh-oh it’s bos,6
27247,615-616,"That Could Have Been, Part I & II",JOEY,right here’s list thing today man go great thank much right get go work i’m deliver twin today one mine,6
27248,615-616,"That Could Have Been, Part I & II",CHANDLER,drop dry clean pick vitamin teach spell vitamin wear new jean,6
27249,615-616,"That Could Have Been, Part I & II",MONICA,realize don’t,6
27251,615-616,"That Could Have Been, Part I & II",MONICA,you’re bitch,6
27252,615-616,"That Could Have Been, Part I & II",PHOEBE,no-no,6
27253,615-616,"That Could Have Been, Part I & II",MONICA,oh wait didn’t sit kit-kats,6
27254,615-616,"That Could Have Been, Part I & II",PHOEBE,there-there little little diff market lose million dollar,6
27255,615-616,"That Could Have Been, Part I & II",CHANDLER,kit-kats right,6
27256,615-616,"That Could Have Been, Part I & II",PHOEBE,gonna gonna can’t call office they’ll kill can’t call client they’ll kill great chest heart,6
27258,615-616,"That Could Have Been, Part I & II",PHOEBE,chest hurt oh i-i can’t breathe,6
27259,615-616,"That Could Have Been, Part I & II",CHANDLER,phoebe heart attack,6
27260,615-616,"That Could Have Been, Part I & II",PHOEBE,oh would-would shooting pain leave arm,6
27261,615-616,"That Could Have Been, Part I & II",MONICA,yes,6
27262,615-616,"That Could Have Been, Part I & II",PHOEBE,yes i’m,6
27263,615-616,"That Could Have Been, Part I & II",MONICA,oh god,6
27264,615-616,"That Could Have Been, Part I & II",ROSS,come pheebs it’s bad y’know people would excite didn’t work couple week,6
27265,615-616,"That Could Have Been, Part I & II",PHOEBE,people don’t like job love job work three hour i’m already go crazy miss joan,6
27266,615-616,"That Could Have Been, Part I & II",MONICA,honey heart attack nature’s way tell slow,6
27267,615-616,"That Could Have Been, Part I & II",CHANDLER,always think heart attack nature’s way tell die you’re gonna die mean go die you’re gonna die today wish dead,6
27268,615-616,"That Could Have Been, Part I & II",MONICA,let’s take walk y’know maybe consider write talk ass magazine,6
27269,615-616,"That Could Have Been, Part I & II",PHOEBE,what’s go,6
27270,615-616,"That Could Have Been, Part I & II",ROSS,well umm i’ve lot kara-tay,6
27271,615-616,"That Could Have Been, Part I & II",PHOEBE,still go dry spell carol,6
27272,615-616,"That Could Have Been, Part I & II",ROSS,yeah,6
27273,615-616,"That Could Have Been, Part I & II",PHOEBE,long since sex,6
27274,615-616,"That Could Have Been, Part I & II",ROSS,well last weekend…,6
27275,615-616,"That Could Have Been, Part I & II",PHOEBE,oh that’s bad,6
27276,615-616,"That Could Have Been, Part I & II",ROSS,…will two months…,6
27278,615-616,"That Could Have Been, Part I & II",ROSS,…since stop try,6
27279,615-616,"That Could Have Been, Part I & II",PHOEBE,maybe need spice thing little,6
27280,615-616,"That Could Have Been, Part I & II",ROSS,what-what mean,6
27281,615-616,"That Could Have Been, Part I & II",PHOEBE,don’t know could tie could tie could eat stuff other…,6
27282,615-616,"That Could Have Been, Part I & II",ROSS,oh,6
27283,615-616,"That Could Have Been, Part I & II",PHOEBE,y’know dirty talk ménage trois toys…,6
27284,615-616,"That Could Have Been, Part I & II",ROSS,wow,6
27285,615-616,"That Could Have Been, Part I & II",PHOEBE,roll playing… could warden could prisoner could pirate could wench,6
27286,615-616,"That Could Have Been, Part I & II",ROSS,okay think get,6
27287,615-616,"That Could Have Been, Part I & II",PHOEBE,yeah could two stockbroker you’re-you’re-you’re roll around naked trading floor everybody’s watch never happen,6
27288,615-616,"That Could Have Been, Part I & II",MONICA,sorry how’s go joey,6
27289,615-616,"That Could Have Been, Part I & II",CHANDLER,oh great beep cod one bring food two i’m girl bring food three i’m lose can’t find food,6
27290,615-616,"That Could Have Been, Part I & II",JOEY,hey uh gonna right,6
27291,615-616,"That Could Have Been, Part I & II",MONICA,yeah she’s right,6
27292,615-616,"That Could Have Been, Part I & II",JOEY,oh great hey go take pant look ready,6
27293,615-616,"That Could Have Been, Part I & II",JOEY,right brady’s pub like unwind long day surgeoning,6
27294,615-616,"That Could Have Been, Part I & II",RACHEL,wow amaze else else,6
27295,615-616,"That Could Have Been, Part I & II",JOEY,well large piece television equipment uh old man hey old man,6
27296,615-616,"That Could Have Been, Part I & II",RACHEL,hey,6
27297,615-616,"That Could Have Been, Part I & II",JOEY,righty say head back place,6
27298,615-616,"That Could Have Been, Part I & II",RACHEL,wow umm y’know i-i would really love i-i shouldn’t,6
27299,615-616,"That Could Have Been, Part I & II",JOEY,can’t world stop turn moment,6
27300,615-616,"That Could Have Been, Part I & II",RACHEL,isn’t line show,6
27301,615-616,"That Could Have Been, Part I & II",JOEY,uh yeah uh may say thing never truly meant,6
27302,615-616,"That Could Have Been, Part I & II",RACHEL,that’s line show,6
27303,615-616,"That Could Have Been, Part I & II",JOEY,okay watch much tv,6
27304,615-616,"That Could Have Been, Part I & II",CHANDLER,go joe here’s freshly squeeze orange juice ask,6
27305,615-616,"That Could Have Been, Part I & II",JOEY,thanks yeah there’s pulp,6
27306,615-616,"That Could Have Been, Part I & II",CHANDLER,yeah,6
27307,615-616,"That Could Have Been, Part I & II",JOEY,thought talk don’t like pulp pulp pulp isn’t juice juice okay,6
27308,615-616,"That Could Have Been, Part I & II",CHANDLER,i’m sorry guess like pulp,6
27309,615-616,"That Could Have Been, Part I & II",JOEY,oh god i’m sorry i’m rude rachel would like soda something chandler would run right get,6
27310,615-616,"That Could Have Been, Part I & II",RACHEL,yeah sure ice tea would great,6
27311,615-616,"That Could Have Been, Part I & II",JOEY,iced tea,6
27312,615-616,"That Could Have Been, Part I & II",CHANDLER,okay anything sir,6
27313,615-616,"That Could Have Been, Part I & II",JOEY,tell,6
27314,615-616,"That Could Have Been, Part I & II",RACHEL,yes,6
27315,615-616,"That Could Have Been, Part I & II",JOEY,okay look chandler get listen you’re gonna throw juice aren’t ya,6
27316,615-616,"That Could Have Been, Part I & II",CHANDLER,it’s juice,6
27317,615-616,"That Could Have Been, Part I & II",ROSS,honey morning fun huh hop shower,6
27318,615-616,"That Could Have Been, Part I & II",CAROL,yeah maybe someday could get place two bathroom,6
27319,615-616,"That Could Have Been, Part I & II",ROSS,look carol umm think maybe uh maybe spice thing little,6
27320,615-616,"That Could Have Been, Part I & II",CAROL,mean,6
27321,615-616,"That Could Have Been, Part I & II",ROSS,carol sex life is—it’s working…,6
27322,615-616,"That Could Have Been, Part I & II",BEN,dad,6
27323,615-616,"That Could Have Been, Part I & II",ROSS,hey little fella hey uh-hey don’t get shoe ya huh hey don’t show dad put shoe room yay,6
27324,615-616,"That Could Have Been, Part I & II",BEN,yay,6
27325,615-616,"That Could Have Been, Part I & II",ROSS,yay seriously sex life… think maybe don’t know could try some-some new thing y’know fun,6
27326,615-616,"That Could Have Been, Part I & II",CAROL,like,6
27327,615-616,"That Could Have Been, Part I & II",ROSS,well don’t know umm tie umm people eat stuff one another nah umm y’know we-we could try dirty talk umm could could threesome,6
27328,615-616,"That Could Have Been, Part I & II",CAROL,love idea,6
27329,615-616,"That Could Have Been, Part I & II",CHANDLER,sell story archie comic,6
27330,615-616,"That Could Have Been, Part I & II",MONICA,oh god that’s great oh wow you’re publish writer wish present,6
27331,615-616,"That Could Have Been, Part I & II",CHANDLER,aww,6
27332,615-616,"That Could Have Been, Part I & II",MONICA,wait minute last kit-kat bar,6
27333,615-616,"That Could Have Been, Part I & II",CHANDLER,wanna share,6
27334,615-616,"That Could Have Been, Part I & II",MONICA,okay,6
27335,615-616,"That Could Have Been, Part I & II",JOEY,hey hey chandler look know you’re mad want say i’m sorry i-i total jerk completely o-over line uh hate pulp y’know mean y’know monica feel low fat mayonnaise,6
27336,615-616,"That Could Have Been, Part I & II",MONICA,it’s mayonnaise,6
27337,615-616,"That Could Have Been, Part I & II",JOEY,yeah o-o-o-o-okay anyway want say i’m sorry,6
27338,615-616,"That Could Have Been, Part I & II",CHANDLER,what’s,6
27339,615-616,"That Could Have Been, Part I & II",JOEY,fresh squeeze orange juice pulp way like,6
27340,615-616,"That Could Have Been, Part I & II",CHANDLER,aww thanks man,6
27341,615-616,"That Could Have Been, Part I & II",MONICA,hey joey chandler sell story archie comic,6
27342,615-616,"That Could Have Been, Part I & II",JOEY,oh god that’s great congratulation what’s story,6
27343,615-616,"That Could Have Been, Part I & II",CHANDLER,oh wouldn’t uh care it’s stupid comic book story,6
27344,615-616,"That Could Have Been, Part I & II",JOEY,kid love archie whole gang,6
27345,615-616,"That Could Have Been, Part I & II",CHANDLER,well uh archie need money fix jalopy uh doesn’t want reggie give money reggie hire assist—as butler make crazy thing like bring milkshake can’t lump,6
27346,615-616,"That Could Have Been, Part I & II",JOEY,wait minute sound little familiar already one ‘cause think read,6
27347,615-616,"That Could Have Been, Part I & II",RACHEL,oh mon listen ask okay joey tribbiani invite back apartment lot girl,6
27348,615-616,"That Could Have Been, Part I & II",MONICA,yeah lot lot lot,6
27349,615-616,"That Could Have Been, Part I & II",RACHEL,ohh i’m one wow oh cannot believe mean joey tribbiani,6
27350,615-616,"That Could Have Been, Part I & II",MONICA,well y’know it’s none business aren’t marry,6
27351,615-616,"That Could Have Been, Part I & II",RACHEL,yeah oh wish could marry little bit y’know wish could like break,6
27352,615-616,"That Could Have Been, Part I & II",MONICA,well you’re,6
27353,615-616,"That Could Have Been, Part I & II",RACHEL,oh it’s easy mean you’re marry get sex ever want,6
27354,615-616,"That Could Have Been, Part I & II",MONICA,yeah don’t think don’t mean time betcha,6
27355,615-616,"That Could Have Been, Part I & II",RACHEL,monica you’ve you’ve do right,6
27356,615-616,"That Could Have Been, Part I & II",MONICA,course think i’m year old virgin,6
27357,615-616,"That Could Have Been, Part I & II",RACHEL,oh god you’re year old virgin,6
27358,615-616,"That Could Have Been, Part I & II",MONICA,say louder don’t think guy way back heard,6
27359,615-616,"That Could Have Been, Part I & II",MONICA,it’s like haven’t opportunity mean y’know i’m wait perfect guy i’m see guy roger right he’s perfect umm think maybe get y’know give flower,6
27360,615-616,"That Could Have Been, Part I & II",RACHEL,oh god honey you’ve wait long enough,6
27361,615-616,"That Could Have Been, Part I & II",MONICA,y’know right,6
27362,615-616,"That Could Have Been, Part I & II",RACHEL,yes mean sex big deal shouldn’t rule restriction y’know people able sleep ever want whenever…,6
27363,615-616,"That Could Have Been, Part I & II",MONICA,rachel i’m never gonna think it’s okay cheat husband,6
27364,615-616,"That Could Have Been, Part I & II",RACHEL,oh know virgin,6
27365,615-616,"That Could Have Been, Part I & II",MONICA,phoebe smoke come bathroom,6
27366,615-616,"That Could Have Been, Part I & II",PHOEBE,oh yeah doctor say could one side effect,6
27367,615-616,"That Could Have Been, Part I & II",MONICA,phoebe put cigarette,6
27368,615-616,"That Could Have Been, Part I & II",PHOEBE,it’s cigarette smoke come,6
27369,615-616,"That Could Have Been, Part I & II",MONICA,put,6
27370,615-616,"That Could Have Been, Part I & II",PHOEBE,okay okay i’m glad you’re,6
27371,615-616,"That Could Have Been, Part I & II",ROSS,come get,6
27372,615-616,"That Could Have Been, Part I & II",PHOEBE,oh give,6
27373,615-616,"That Could Have Been, Part I & II",ROSS,get,6
27374,615-616,"That Could Have Been, Part I & II",PHOEBE,give,6
27375,615-616,"That Could Have Been, Part I & II",ROSS,hello can’t come phone right oh right problem okay bye-bye,6
27376,615-616,"That Could Have Been, Part I & II",PHOEBE,work mad jack yell,6
27377,615-616,"That Could Have Been, Part I & II",ROSS,j-j-just relax nobody yell jack call make sure get better,6
27378,615-616,"That Could Have Been, Part I & II",PHOEBE,thank god,6
27379,615-616,"That Could Have Been, Part I & II",ROSS,yeah she’s fire,6
27380,615-616,"That Could Have Been, Part I & II",NURSE,you’ve do dr wesley get let go,6
27381,615-616,"That Could Have Been, Part I & II",RACHEL,oh thank god,6
27382,615-616,"That Could Have Been, Part I & II",HOPE,drake,6
27383,615-616,"That Could Have Been, Part I & II",HOPE,oh drake,6
27384,615-616,"That Could Have Been, Part I & II",RACHEL,okay go okay hi joey it’s rachel umm free tomorrow night yeah sure sure bring sandwich,6
27385,615-616,"That Could Have Been, Part I & II",ROSS,honey uh threesome thing umm mean how-how gonna start find…,6
27386,615-616,"That Could Have Been, Part I & II",CAROL,ooh actually i’ve make list woman know might,6
27387,615-616,"That Could Have Been, Part I & II",ROSS,oh wow huh boy well someone’s homework,6
27388,615-616,"That Could Have Been, Part I & II",CAROL,yeah ooh know gail rosten twice so…,6
27389,615-616,"That Could Have Been, Part I & II",ROSS,oh know y’know just-just talk get kinda…,6
27390,615-616,"That Could Have Been, Part I & II",CAROL,oh,6
27391,615-616,"That Could Have Been, Part I & II",ROSS,yeah well i-i think ben’s asleep,6
27392,615-616,"That Could Have Been, Part I & II",CAROL,oh umm y’know think would better save,6
27393,615-616,"That Could Have Been, Part I & II",ROSS,yeah right save,6
27394,615-616,"That Could Have Been, Part I & II",ROSS,hey pheebs,6
27395,615-616,"That Could Have Been, Part I & II",PHOEBE,hey,6
27396,615-616,"That Could Have Been, Part I & II",ROSS,hey how’s go,6
27397,615-616,"That Could Have Been, Part I & II",PHOEBE,well i’ve get get bed i’m go crazy crazy,6
27398,615-616,"That Could Have Been, Part I & II",MONICA,go sweetie,6
27399,615-616,"That Could Have Been, Part I & II",PHOEBE,hell herbal tea hate herbal tea,6
27400,615-616,"That Could Have Been, Part I & II",MONICA,put honey,6
27401,615-616,"That Could Have Been, Part I & II",ROSS,doesn’t know fire yet,6
27402,615-616,"That Could Have Been, Part I & II",CHANDLER,doctor say may kill,6
27403,615-616,"That Could Have Been, Part I & II",PHOEBE,two girl whisper,6
27404,615-616,"That Could Have Been, Part I & II",CHANDLER,think tell,6
27405,615-616,"That Could Have Been, Part I & II",ROSS,hey pheebs maybe whole heart attack thing sign that-that start think get different job,6
27406,615-616,"That Could Have Been, Part I & II",PHOEBE,okay stupid contest get winner,6
27407,615-616,"That Could Have Been, Part I & II",CHANDLER,listen phoebe he’s right people suppose heart attack,6
27408,615-616,"That Could Have Been, Part I & II",PHOEBE,know didn’t work else would,6
27409,615-616,"That Could Have Been, Part I & II",MONICA,well use like play guitar,6
27410,615-616,"That Could Have Been, Part I & II",PHOEBE,yeah lucrative smart like brother,6
27411,615-616,"That Could Have Been, Part I & II",CHANDLER,uh y’know massage thing never give heart attack,6
27412,615-616,"That Could Have Been, Part I & II",PHOEBE,hmm pull salary high six figure rub gross naked people chump change—ooh,6
27413,615-616,"That Could Have Been, Part I & II",RACHEL,ohh mean it’s realistic,6
27414,615-616,"That Could Have Been, Part I & II",JOEY,know yeah name pat,6
27415,615-616,"That Could Have Been, Part I & II",RACHEL,pat dog oh oh get,6
27416,615-616,"That Could Have Been, Part I & II",JOEY,uh you—ready refill,6
27417,615-616,"That Could Have Been, Part I & II",RACHEL,oh probably shouldn’t—so oh wow it’s like it’s raining,6
