,season,episode,episode_name,speaker,dialogue
18641,5,4,The Wiggly Finger Catalyst,SHELDON,one moment i’m conduct experiment
18642,5,4,The Wiggly Finger Catalyst,HOWARD,dungeon dragon dice
18643,5,4,The Wiggly Finger Catalyst,SHELDON,yes i’ve decide make trivial decision throw dice thus free mind best enlighten amaze page item seven
18644,5,4,The Wiggly Finger Catalyst,HOWARD,what’s dinner
18645,5,4,The Wiggly Finger Catalyst,SHELDON,side corn succotash hmm interest
18646,5,4,The Wiggly Finger Catalyst,PENNY,um howard see minute please
18647,5,4,The Wiggly Finger Catalyst,HOWARD,uh don’t want show friends fit booster seat
18648,5,4,The Wiggly Finger Catalyst,PENNY,uh that’s come please
18649,5,4,The Wiggly Finger Catalyst,SHELDON,let’s see i’ll wash succotash pitcher margarita
18650,5,4,The Wiggly Finger Catalyst,LEONARD,really want
18651,5,4,The Wiggly Finger Catalyst,SHELDON,that’s great thing doesn’t matter mind free think important thing
18652,5,4,The Wiggly Finger Catalyst,RAJ,what’s thinking
18653,5,4,The Wiggly Finger Catalyst,SHELDON,hamburger lemonade
18654,5,4,The Wiggly Finger Catalyst,PENNY,um raj there’s someone want meet friend emily know spin class raj relax can’t hear she’s deaf
18655,5,4,The Wiggly Finger Catalyst,PENNY,oh look guy hit good
18656,5,4,The Wiggly Finger Catalyst,RAJ,hi
18657,5,4,The Wiggly Finger Catalyst,HOWARD,say it’s nice meet
18658,5,4,The Wiggly Finger Catalyst,RAJ,really mean signing sarcastically
18659,5,4,The Wiggly Finger Catalyst,HOWARD,raj say it’s nice meet say go back family penny number want text get together
18660,5,4,The Wiggly Finger Catalyst,RAJ,okay i’m go play cool tell maybe whatever babe
18661,5,4,The Wiggly Finger Catalyst,HOWARD,he’ll text
18662,5,4,The Wiggly Finger Catalyst,RAJ,ah look date love america
18663,5,4,The Wiggly Finger Catalyst,SHELDON,dessert come hot fudge sundae come hot fudge sundae bam that’s i’m talk
18664,5,4,The Wiggly Finger Catalyst,RAJ,okay soon get know i’m cool i’m go make joke deaf think hey hear one about… oh bet didn’t
18665,5,4,The Wiggly Finger Catalyst,HOWARD,maybe revisit lonely fat guy plan
18666,5,4,The Wiggly Finger Catalyst,RAJ,oh she’s
18667,5,4,The Wiggly Finger Catalyst,HOWARD,joke oh say she’s sorry she’s late
18668,5,4,The Wiggly Finger Catalyst,RAJ,tell doesn’t matter tell eyes shimmer like opalescent lily lake palace celestial maiden
18669,5,4,The Wiggly Finger Catalyst,HOWARD,really that’s first thing want say
18670,5,4,The Wiggly Finger Catalyst,RAJ,work night use
18671,5,4,The Wiggly Finger Catalyst,HOWARD,look don’t know sign opalescent
18672,5,4,The Wiggly Finger Catalyst,RAJ,spell
18673,5,4,The Wiggly Finger Catalyst,HOWARD,don’t know spell
18674,5,4,The Wiggly Finger Catalyst,RAJ,you’re blowing
18675,5,4,The Wiggly Finger Catalyst,HOWARD,like eye
18676,5,4,The Wiggly Finger Catalyst,RAJ,you’re make sound like caveman
18677,5,4,The Wiggly Finger Catalyst,HOWARD,say thank nice eye too.”
18678,5,4,The Wiggly Finger Catalyst,RAJ,really ask many child want whatever number say say
18680,5,4,The Wiggly Finger Catalyst,RAJ,fine tell deep sexy voice like james earl jones
18681,5,4,The Wiggly Finger Catalyst,HOWARD,doesn’t know james earl jones sound like
18682,5,4,The Wiggly Finger Catalyst,RAJ,great won’t know i’m lie
18683,5,4,The Wiggly Finger Catalyst,RAJ,let’s see else tell would make like ooh love music love music
18684,5,4,The Wiggly Finger Catalyst,HOWARD,really want ask
18685,5,4,The Wiggly Finger Catalyst,RAJ,you’re right everyone love music
18686,5,4,The Wiggly Finger Catalyst,HOWARD,say play instrument
18687,5,4,The Wiggly Finger Catalyst,RAJ,six year old tried start boy band call frankie go bollywood couldn’t get boys join parent ask servant backup dancer wait sign servant don’t sign like i’m brag sign way sound humble hint that’s right servant
18688,5,4,The Wiggly Finger Catalyst,HOWARD,hear
18689,5,4,The Wiggly Finger Catalyst,RAJ,yes doesn’t get signing hand monkey
18691,5,4,The Wiggly Finger Catalyst,HOWARD,texting bernadette i’m gonna late
18692,5,4,The Wiggly Finger Catalyst,RAJ,dude say
18693,5,4,The Wiggly Finger Catalyst,HOWARD,it’s funny story puppy smile laugh quick quick stop smiling
18695,5,4,The Wiggly Finger Catalyst,HOWARD,puppy die choked doll head sad face sad face
18696,5,4,The Wiggly Finger Catalyst,RAJ,it’s little hard see city light w-shaped constellation cassiopeia mother andromeda who’s
18697,5,4,The Wiggly Finger Catalyst,HOWARD,look pretty star car hope see sometime
18698,5,4,The Wiggly Finger Catalyst,RAJ,good good oh boy help want kiss
18699,5,4,The Wiggly Finger Catalyst,HOWARD,speak sign language don’t read mind
18700,5,4,The Wiggly Finger Catalyst,RAJ,would kiss
18701,5,4,The Wiggly Finger Catalyst,HOWARD,yeah i’m make king
18702,5,4,The Wiggly Finger Catalyst,RAJ,smooth date
18703,5,4,The Wiggly Finger Catalyst,HOWARD,make smooth idiot
18704,5,4,The Wiggly Finger Catalyst,RAJ,whatever dude kiss
18705,5,4,The Wiggly Finger Catalyst,HOWARD,might’ve lip kiss
18706,5,4,The Wiggly Finger Catalyst,RAJ,oh fine let’s agree kiss
18707,5,4,The Wiggly Finger Catalyst,HOWARD,okay
18708,5,4,The Wiggly Finger Catalyst,PENNY,mustache look good sheldon
18709,5,4,The Wiggly Finger Catalyst,SHELDON,don’t thank thank dice tell percentage face shave
18710,5,4,The Wiggly Finger Catalyst,HOWARD,still
18711,5,4,The Wiggly Finger Catalyst,SHELDON,it’s work past week unburden trivial decision i’ve co-authored two paper notable peer-reviewed journal i’m close figure large hadron collider yet isolate higgs boson particle
18712,5,4,The Wiggly Finger Catalyst,LEONARD,leave get chafed testicle longer wear underpants
18713,5,4,The Wiggly Finger Catalyst,SHELDON,dice giveth dice taketh away
18714,5,4,The Wiggly Finger Catalyst,PENNY,raj emily
18715,5,4,The Wiggly Finger Catalyst,LEONARD,yeah every night last month
18716,5,4,The Wiggly Finger Catalyst,PENNY,wow can’t believe girlfriend
18717,5,4,The Wiggly Finger Catalyst,HOWARD,here’s fun news raj/emily front give pair diamond earring lease car
18718,5,4,The Wiggly Finger Catalyst,PENNY,you’re kid
18719,5,4,The Wiggly Finger Catalyst,LEONARD,think she’s take advantage
18720,5,4,The Wiggly Finger Catalyst,PENNY,oh course wouldn’t something like she’s deaf
18721,5,4,The Wiggly Finger Catalyst,LEONARD,deaf woman can’t gold digger
18722,5,4,The Wiggly Finger Catalyst,PENNY,handicapped people nice leonard everyone know
18723,5,4,The Wiggly Finger Catalyst,SHELDON,yeah actually information raj would helpful discussion
18724,5,4,The Wiggly Finger Catalyst,LEONARD,could tell
18725,5,4,The Wiggly Finger Catalyst,SHELDON,let’s see snake eye sorry bud
18726,5,4,The Wiggly Finger Catalyst,PENNY,wait hang double roll
18727,5,4,The Wiggly Finger Catalyst,SHELDON,okay get doesn’t matter he’s shower gift koothrappalis vastly wealthy
18728,5,4,The Wiggly Finger Catalyst,PENNY,mean vastly wealthy
18729,5,4,The Wiggly Finger Catalyst,SHELDON,well wealthy mean lot money vastly mean even i’m sure what’s tripping
18730,5,4,The Wiggly Finger Catalyst,LEONARD,look know money don’t think it’s much
18731,5,4,The Wiggly Finger Catalyst,SHELDON,you’re wrong see know year ago achieve one less dream become notary public well time time notarize banking document raj koothrappalis aren’t rich they’re richie rich rich
18732,5,4,The Wiggly Finger Catalyst,PENNY,well much
18733,5,4,The Wiggly Finger Catalyst,SHELDON,halfway bruce wayne scrooge mcduck
18734,5,4,The Wiggly Finger Catalyst,HOWARD,hell last time go zoo son bitch make buy churro
18735,5,4,The Wiggly Finger Catalyst,LEONARD,listen guy i’m sorry don’t mean rude need go call raj’s sister love much vastly much
18736,5,4,The Wiggly Finger Catalyst,PENNY,okay he’s get money it’s gift car
18737,5,4,The Wiggly Finger Catalyst,HOWARD,get pay credit card
18738,5,4,The Wiggly Finger Catalyst,PENNY,pay credit card damn could’ve date raj couple month wouldn’t i’m kind girl really talk raj
18739,5,4,The Wiggly Finger Catalyst,HOWARD,he’s go listen he’s love
18740,5,4,The Wiggly Finger Catalyst,SHELDON,can’t figure remember day you’ll excuse to… stay right
18741,5,4,The Wiggly Finger Catalyst,HOWARD,yeah bad idea go
18742,5,4,The Wiggly Finger Catalyst,PENNY,i’m one introduce i’ve get say something
18743,5,4,The Wiggly Finger Catalyst,HOWARD,wow
18744,5,4,The Wiggly Finger Catalyst,PENNY,you’re engage friend
18745,5,4,The Wiggly Finger Catalyst,HOWARD,hey bernadette doesn’t mind get motor run long park right garage
18746,5,4,The Wiggly Finger Catalyst,PENNY,can’t believe you’re engage friend oh come
18747,5,4,The Wiggly Finger Catalyst,HOWARD,smart whisper deaf chick can’t hear
18748,5,4,The Wiggly Finger Catalyst,PENNY,hi
18749,5,4,The Wiggly Finger Catalyst,PENNY,um talk raj
18750,5,4,The Wiggly Finger Catalyst,HOWARD,say sure
18751,5,4,The Wiggly Finger Catalyst,PENNY,okay um gosh start um see raj kind naive mean hasn’t date whole lot woman i’m concern without mean might take advantage know let buy bunch expensive things.and i… howard focus tell i’m say
18752,5,4,The Wiggly Finger Catalyst,HOWARD,right gold digger oh uh something something something think mind something business go something oh wait get
18753,5,4,The Wiggly Finger Catalyst,RAJ,i’m mad
18754,5,4,The Wiggly Finger Catalyst,PENNY,okay wait…
18755,5,4,The Wiggly Finger Catalyst,RAJ,dare ambush girlfriend gym
18756,5,4,The Wiggly Finger Catalyst,PENNY,didn’t mean ambush it’s kind impossible sneak deaf people hey since chatty
18757,5,4,The Wiggly Finger Catalyst,RAJ,i’m hammer
18758,5,4,The Wiggly Finger Catalyst,PENNY,raj come girl trouble mean kind relationship buy gift give sex
18759,5,4,The Wiggly Finger Catalyst,RAJ,best one ever
18760,5,4,The Wiggly Finger Catalyst,PENNY,okay come know good
18761,5,4,The Wiggly Finger Catalyst,RAJ,aha see what’s go crazy night together can’t stand see another woman
18762,5,4,The Wiggly Finger Catalyst,PENNY,whoa whoa whoa whoa
18763,5,4,The Wiggly Finger Catalyst,RAJ,it’s okay can’t get mad feeling
18764,5,4,The Wiggly Finger Catalyst,PENNY,don’t feeling
18765,5,4,The Wiggly Finger Catalyst,RAJ,yeah that’s good keep telling
18766,5,4,The Wiggly Finger Catalyst,PENNY,cuter know he’s rich
18767,5,4,The Wiggly Finger Catalyst,RAJ,surprise cover eye open it’s real ruby little expensive one put price love although people cartier take pretty good shot oh mummy daddy nice surprise
18768,5,4,The Wiggly Finger Catalyst,RAJ,penny
18769,5,4,The Wiggly Finger Catalyst,RAJ,get couple thing give thing
18770,5,4,The Wiggly Finger Catalyst,RAJ,you’re go make choose woman love money strong feeling
18771,5,4,The Wiggly Finger Catalyst,RAJ,well choose love
18772,5,4,The Wiggly Finger Catalyst,RAJ,parent make choose money choose think we’ll return car necklace yeah none thing matter something well love
18773,5,4,The Wiggly Finger Catalyst,RAJ,oh penny hurt bad
18774,5,4,The Wiggly Finger Catalyst,PENNY,know know
18775,5,4,The Wiggly Finger Catalyst,RAJ,sometimes put tv mute pretend she’s still can’t watch close caption without cry
18776,5,4,The Wiggly Finger Catalyst,PENNY,oh i’m sorry wish could make feel good
18777,5,4,The Wiggly Finger Catalyst,RAJ,seriously i’m heartbroken you’re hit
18779,5,4,The Wiggly Finger Catalyst,RAJ,look penny you’re great long talk parent say date indian girl get maserati
18780,5,4,The Wiggly Finger Catalyst,RAJ,mmm oh cheesecake you’re good woman even though can’t sex
18781,5,4,The Wiggly Finger Catalyst,HOWARD,try throw microwave second
18782,5,4,The Wiggly Finger Catalyst,SHELDON,use rest room wait get home come papa need void bladder oh that’s want see three buttermilk
18783,5,4,The Wiggly Finger Catalyst,PENNY,go boys i’ll pick you’re ready
18784,5,4,The Wiggly Finger Catalyst,HOWARD,thanks dinner buddy
18785,5,4,The Wiggly Finger Catalyst,LEONARD,yeah real big
18786,5,4,The Wiggly Finger Catalyst,SHELDON,hurry hurry hurry
18787,5,4,The Wiggly Finger Catalyst,PENNY,oh don’t cheap tip know you’re load
18788,5,5,The Russian Rocket Reaction,LEONARD,it’s game throne think
18789,5,5,The Russian Rocket Reaction,SHELDON,don’t know we’re go start fantasy sword collection i’ve long think really sword start
18790,5,5,The Russian Rocket Reaction,LEONARD,mind
18791,5,5,The Russian Rocket Reaction,SHELDON,well top head i’d go excalibur give right rule england
18792,5,5,The Russian Rocket Reaction,LEONARD,would replica movie prop
18793,5,5,The Russian Rocket Reaction,SHELDON,fair enough it’d give right rule replica england
18794,5,5,The Russian Rocket Reaction,LEONARD,well don’t excalibur want
18795,5,5,The Russian Rocket Reaction,SHELDON,mm tough decision there’s weaponry lord ring forge chinese sweatshop
18796,5,5,The Russian Rocket Reaction,LEONARD,bilbo baggins’ sword
18797,5,5,The Russian Rocket Reaction,SHELDON,two grown men hobbit’s dagger wouldn’t look silly okay let’s go
18798,5,5,The Russian Rocket Reaction,LEONARD,yeah it’s okay guess
18799,5,5,The Russian Rocket Reaction,SHELDON,okay it’s magnificent
18800,5,5,The Russian Rocket Reaction,LEONARD,buh-buh-buh-buh want
18801,5,5,The Russian Rocket Reaction,LEONARD,oh that’s pretty steep
18802,5,5,The Russian Rocket Reaction,SHELDON,we’re waste precious time buy
18803,5,5,The Russian Rocket Reaction,LEONARD,hang well
18804,5,5,The Russian Rocket Reaction,SHELDON,oh hear we’re get friend family discount honour take
18805,5,5,The Russian Rocket Reaction,LEONARD,slow two hundred
18806,5,5,The Russian Rocket Reaction,SHELDON,two fifty already discount price
18807,5,5,The Russian Rocket Reaction,LEONARD,shut
18808,5,5,The Russian Rocket Reaction,LEONARD,nope maybe another time
18809,5,5,The Russian Rocket Reaction,SHELDON,take take
18810,5,5,The Russian Rocket Reaction,LEONARD,two hundred
18811,5,5,The Russian Rocket Reaction,SHELDON,kill can’t breathe
18812,5,5,The Russian Rocket Reaction,SHELDON,oh can’t let lose money leonard i’m sorry
18813,5,5,The Russian Rocket Reaction,LEONARD,two ten throw iron man helmet
18815,5,5,The Russian Rocket Reaction,LEONARD,okay fine sword two ten
18816,5,5,The Russian Rocket Reaction,LEONARD,see save forty buck
18817,5,5,The Russian Rocket Reaction,SHELDON,i’ve long say lack academic knowledge make street smart
18818,5,5,The Russian Rocket Reaction,LEONARD,it’s okay i’m gonna stab friend chest
18819,5,5,The Russian Rocket Reaction,SHELDON,hello wil wheaton
18820,5,5,The Russian Rocket Reaction,SHELDON,it’s part sword collection sword collection
18821,5,5,The Russian Rocket Reaction,SHELDON,i’m surprise
18822,5,5,The Russian Rocket Reaction,SHELDON,sucker didn’t even ask friend family discount
18823,5,5,The Russian Rocket Reaction,LEONARD,thank
18824,5,5,The Russian Rocket Reaction,SHELDON,see you’re accept invitation party home swear enemy tell everyone we’re go don’t show look fool fiendishly clever
18825,5,5,The Russian Rocket Reaction,LEONARD,actually think go
18826,5,5,The Russian Rocket Reaction,SHELDON,declare party fiasco storm leave humiliate front guest love
18827,5,5,The Russian Rocket Reaction,LEONARD,gonna grab raj howard good time
18828,5,5,The Russian Rocket Reaction,LEONARD,sheldon grab water
18829,5,5,The Russian Rocket Reaction,SHELDON,possibly
18830,5,5,The Russian Rocket Reaction,LEONARD,can’t
18831,5,5,The Russian Rocket Reaction,SHELDON,it’s simple leonard
18832,5,5,The Russian Rocket Reaction,LEONARD,never
18833,5,5,The Russian Rocket Reaction,SHELDON,moment relationship exist two mutually contradictory state either go go wil wheaton’s party simultaneously friend friend i’m characterize phenomenon schrodinger’s friendship
18834,5,5,The Russian Rocket Reaction,LEONARD,get water
18835,5,5,The Russian Rocket Reaction,SHELDON,course get traitor
18836,5,5,The Russian Rocket Reaction,PENNY,wait go
18837,5,5,The Russian Rocket Reaction,SHELDON,case forget schrodinger’s cat think experiment…
18838,5,5,The Russian Rocket Reaction,PENNY,didn’t forget um there’s cat box open it’s either dead alive although back nebraska cat get stuck brother’s camp trunk need open know kind dead cat
18839,5,5,The Russian Rocket Reaction,AMY,homespun story knowledge physic bosom defies you’re whole package aren’t
18840,5,5,The Russian Rocket Reaction,BERNADETTE,howie that’s wonderful congratulation
18841,5,5,The Russian Rocket Reaction,HOWARD,get good someone go telescope payload specialist guess someone
18842,5,5,The Russian Rocket Reaction,SHELDON,mohammed lee
18843,5,5,The Russian Rocket Reaction,HOWARD,who’s mohammed lee
18844,5,5,The Russian Rocket Reaction,SHELDON,mohammed common first name world lee common surname didn’t know answer think give mathematical edge
18845,5,5,The Russian Rocket Reaction,HOWARD,it’s sheldon it’s i’m go space technically i’m astronaut
18846,5,5,The Russian Rocket Reaction,BERNADETTE,hang second nasa doesn’t shuttle go get
18847,5,5,The Russian Rocket Reaction,HOWARD,oh well it’s really cool fly moscow take kazakhstan get russian soyuz rocket shoot low earth orbit sits launch pad kazakhi mafia sell rocket fuel black market
18848,5,5,The Russian Rocket Reaction,BERNADETTE,russian rocket safe
18849,5,5,The Russian Rocket Reaction,HOWARD,well mean safe build good folk bring chernobyl
18850,5,5,The Russian Rocket Reaction,LEONARD,i’d like propose toast dream go space one share howard’s making reality we’re proud
18851,5,5,The Russian Rocket Reaction,SHELDON,lovely toast kudos
18852,5,5,The Russian Rocket Reaction,LEONARD,thank
18853,5,5,The Russian Rocket Reaction,SHELDON,simultaneously festival cloy clichés sicken
18854,5,5,The Russian Rocket Reaction,HOWARD,you’re really quiet everything okay
18855,5,5,The Russian Rocket Reaction,BERNADETTE,fine little tired
18856,5,5,The Russian Rocket Reaction,HOWARD,hope tire i’m feel particularly masculine right system go catch drift
18857,5,5,The Russian Rocket Reaction,BERNADETTE,always catch drift
18858,5,5,The Russian Rocket Reaction,HOWARD,right well something’s obviously bug
18859,5,5,The Russian Rocket Reaction,BERNADETTE,can’t believe sign space program without even talk
18860,5,5,The Russian Rocket Reaction,HOWARD,oh get you’re worried sweet know there’s say nasa make right stuff right always come home
18861,5,5,The Russian Rocket Reaction,BERNADETTE,stop talk howard
18862,5,5,The Russian Rocket Reaction,HOWARD,isn’t reaction expect tell gonna astronaut
18863,5,5,The Russian Rocket Reaction,BERNADETTE,think go happen
18864,5,5,The Russian Rocket Reaction,HOWARD,honestly sex
18865,5,5,The Russian Rocket Reaction,BERNADETTE,howard
18866,5,5,The Russian Rocket Reaction,HOWARD,realize big deal honour choose go space
18867,5,5,The Russian Rocket Reaction,BERNADETTE,yeah get wish include decision we’re suppose partner we’re suppose team
18868,5,5,The Russian Rocket Reaction,HOWARD,i’m sorry you’re right okay let’s try bernadette opportunity come impact i’d like discus
18869,5,5,The Russian Rocket Reaction,BERNADETTE,okay
18870,5,5,The Russian Rocket Reaction,HOWARD,i’ve offer chance go international space station three week thought
18871,5,5,The Russian Rocket Reaction,BERNADETTE,well first thank include decision-making process
18872,5,5,The Russian Rocket Reaction,HOWARD,hey we’re team think
18876,5,5,The Russian Rocket Reaction,HOWARD,well
18877,5,5,The Russian Rocket Reaction,BERNADETTE,howard father police officer never know one night next go come home alive horrible don’t want live way
18878,5,5,The Russian Rocket Reaction,HOWARD,hey father abandon mother never saw
18879,5,5,The Russian Rocket Reaction,BERNADETTE,oh boo-hoo you’re go space
18880,5,5,The Russian Rocket Reaction,LEONARD,pretty cool howard huh
18881,5,5,The Russian Rocket Reaction,SHELDON,don’t talk nothing’s happen yes sure buddy
18882,5,5,The Russian Rocket Reaction,LEONARD,god’s sake stop schrodinger stuff
18883,5,5,The Russian Rocket Reaction,SHELDON,would prefer simple application heisenberg’s uncertainty principle could either know whether like
18884,5,5,The Russian Rocket Reaction,LEONARD,never stop talk
18885,5,5,The Russian Rocket Reaction,AMY,don’t understand difference make leonard go wil wheaton’s party
18886,5,5,The Russian Rocket Reaction,PENNY,wil wheaton sheldon’s mortal enemy
18887,5,5,The Russian Rocket Reaction,AMY,mortal enemy
18888,5,5,The Russian Rocket Reaction,PENNY,mm-hmm
18889,5,5,The Russian Rocket Reaction,AMY,sheldon know you’re bit left-handed monkey wrench really mortal enemy
18890,5,5,The Russian Rocket Reaction,SHELDON,fact would like see list
18891,5,5,The Russian Rocket Reaction,PENNY,oh say say say say
18892,5,5,The Russian Rocket Reaction,SHELDON,got list would like back this’ll take moment it’s five quarter inch floppy
18893,5,5,The Russian Rocket Reaction,AMY,floppy disk
18894,5,5,The Russian Rocket Reaction,SHELDON,well started list nine
18895,5,5,The Russian Rocket Reaction,AMY,wil wheaton get list
18896,5,5,The Russian Rocket Reaction,SHELDON,child love wesley crusher wil wheaton’s character star trek drive hour bus star trek convention wil wheaton schedule appear could get wesley crusher action figure sign never show apparently cool lower-left corner hollywood square oh damn floppy fail well whoever charge quality control verbatim corporation congratulation make list
18897,5,5,The Russian Rocket Reaction,BERNADETTE,howard
18898,5,5,The Russian Rocket Reaction,HOWARD,change mind sex i’m still mad i’ll
18899,5,5,The Russian Rocket Reaction,BERNADETTE,i’ve think doesn’t matter i’m afraid safety don’t want person stand dream
18900,5,5,The Russian Rocket Reaction,HOWARD,really
18901,5,5,The Russian Rocket Reaction,BERNADETTE,really go space mean much never say another word
18902,5,5,The Russian Rocket Reaction,HOWARD,thank
18903,5,5,The Russian Rocket Reaction,BERNADETTE,love
18904,5,5,The Russian Rocket Reaction,HOWARD,love sex
18905,5,5,The Russian Rocket Reaction,BERNADETTE,okay forget brush teeth i’ll right back
18906,5,5,The Russian Rocket Reaction,BERNADETTE,i’m ready
18907,5,5,The Russian Rocket Reaction,LEONARD,wait let see get right actually ask bernadette leave house middle night
18908,5,5,The Russian Rocket Reaction,HOWARD,choice go behind back turn mother
18909,5,5,The Russian Rocket Reaction,RAJ,wow you’re first astronaut you’re also first one kick girl bed you’re like rock star
18910,5,5,The Russian Rocket Reaction,HOWARD,little bit
18911,5,5,The Russian Rocket Reaction,LEONARD,hate say kind betray
18912,5,5,The Russian Rocket Reaction,SHELDON,interest see betrayal others
18913,5,5,The Russian Rocket Reaction,LEONARD,go wheaton’s party betraying
18914,5,5,The Russian Rocket Reaction,SHELDON,oh course would believe evil always think it’s right excuse stormtrooper droids you’re look
18915,5,5,The Russian Rocket Reaction,LEONARD,i’m go party i’m turn empire
18916,5,5,The Russian Rocket Reaction,SHELDON,yet
18917,5,5,The Russian Rocket Reaction,RAJ,what’s gonna happen next bernadette go break
18918,5,5,The Russian Rocket Reaction,HOWARD,don’t know we’re go get back together she’s go apologize accept i’m grown man make decision
18919,5,5,The Russian Rocket Reaction,RAJ,she’s go convince mother let go space
18920,5,5,The Russian Rocket Reaction,HOWARD,obviously
18921,5,5,The Russian Rocket Reaction,BERNADETTE,choice tell mother can’t go space he’s like baby bird know get asthma attack read old library book
18922,5,5,The Russian Rocket Reaction,AMY,you’re kid
18923,5,5,The Russian Rocket Reaction,PENNY,day sheldon throw back hand book
18924,5,5,The Russian Rocket Reaction,BERNADETTE,don’t know i’m go don’t want break
18925,5,5,The Russian Rocket Reaction,PENNY,okay don’t tell make mistake
18926,5,5,The Russian Rocket Reaction,BERNADETTE,guy think mistake bad guy
18927,5,5,The Russian Rocket Reaction,AMY,it’s judge we’re provide comfort support come grip despicable thing you’ve do
18928,5,5,The Russian Rocket Reaction,BERNADETTE,oh god you’re right take love threw bus-sized mother need apologize
18929,5,5,The Russian Rocket Reaction,PENNY,well that’s good i’m glad come let ask big picture question
18931,5,5,The Russian Rocket Reaction,PENNY,hundred percent positive love want marry howard wolowitz
18932,5,5,The Russian Rocket Reaction,BERNADETTE,heart
18933,5,5,The Russian Rocket Reaction,PENNY,get check
18934,5,5,The Russian Rocket Reaction,AMY,he’s great
18935,5,5,The Russian Rocket Reaction,LEONARD,right sheldon we’re go wil’s last chance
18936,5,5,The Russian Rocket Reaction,SHELDON,leonard last chance one day historian go come say true friend dr sheldon cooper you’re go choke back hot sob regret humiliation mumble choose go party thrown one kid stand one remembers
18937,5,5,The Russian Rocket Reaction,LEONARD,want drive
18938,5,5,The Russian Rocket Reaction,RAJ,sure
18939,5,5,The Russian Rocket Reaction,LEONARD,hey sheldon
18940,5,5,The Russian Rocket Reaction,SHELDON,oh good pick picked
18941,5,5,The Russian Rocket Reaction,LEONARD,get text stuart brent spiner party
18942,5,5,The Russian Rocket Reaction,SHELDON,brent spiner
18943,5,5,The Russian Rocket Reaction,LEONARD,yes
18944,5,5,The Russian Rocket Reaction,SHELDON,don’t care
18945,5,5,The Russian Rocket Reaction,LEONARD,really brent spiner mr data love
18946,5,5,The Russian Rocket Reaction,SHELDON,think i’ve kind outgrown star trek know stock character ludicrous plot beam load hooey
18947,5,5,The Russian Rocket Reaction,LEONARD,i’m go live long prosper sheldon
18948,5,5,The Russian Rocket Reaction,SHELDON,yeah even look like dork
18949,5,5,The Russian Rocket Reaction,HOWARD,tell i’m home
18950,5,5,The Russian Rocket Reaction,BERNADETTE,talk
18951,5,5,The Russian Rocket Reaction,HOWARD,nothing say
18952,5,5,The Russian Rocket Reaction,BERNADETTE,right want tell i’m sorry say something mother
18953,5,5,The Russian Rocket Reaction,HOWARD,gonna tell eventually go behind back
18954,5,5,The Russian Rocket Reaction,BERNADETTE,know i’m sorry get scared
18955,5,5,The Russian Rocket Reaction,HOWARD,you’re gonna love you’re gonna love whole package tenderhearted poet crazy daredevil
18956,5,5,The Russian Rocket Reaction,BERNADETTE,know
18957,5,5,The Russian Rocket Reaction,HOWARD,well don’t say you’re gonna mean ’cause i’m gonna stop space station yeah want go moon want go mar want take one-man sub low depth ocean
18958,5,5,The Russian Rocket Reaction,BERNADETTE,really get seasick pirate caribbean
18959,5,5,The Russian Rocket Reaction,HOWARD,well big kid rock
18960,5,5,The Russian Rocket Reaction,BERNADETTE,love much think lose handle
18961,5,5,The Russian Rocket Reaction,HOWARD,really
18962,5,5,The Russian Rocket Reaction,BERNADETTE,you’re soul mate kiss
18963,5,5,The Russian Rocket Reaction,HOWARD,right right
18964,5,5,The Russian Rocket Reaction,RAJ,hey know beautiful actress play borg queen first contact
18965,5,5,The Russian Rocket Reaction,LEONARD,yeah
18966,5,5,The Russian Rocket Reaction,RAJ,well meet gynaecologist
18968,5,5,The Russian Rocket Reaction,SHELDON,fight friendship peculiar annoy you’re still little buddy i’m go let end tonight put drink let’s meet brent spiner go home
18969,5,5,The Russian Rocket Reaction,SHELDON,i’d like depress home quite lovely
18970,5,5,The Russian Rocket Reaction,SHELDON,original mint-in-package wesley crusher action figure
18971,5,5,The Russian Rocket Reaction,SHELDON,sheldon sorry take long friend wil wheaton
18972,5,5,The Russian Rocket Reaction,SHELDON,look everyone wil wheaton friend
18973,5,5,The Russian Rocket Reaction,SHELDON,brent spiner do original mint-in-package wesley crusher action figure sign close personal friend wil wheaton
18974,5,5,The Russian Rocket Reaction,SHELDON,you’ve already sign something brent spiner name list moment mortal enemy
18975,5,5,The Russian Rocket Reaction,SHELDON,come buddy let’s waste another second loser love house
18976,5,5,The Russian Rocket Reaction,LEONARD,get autograph doll
18977,5,5,The Russian Rocket Reaction,LEONARD,ten
18978,5,5,The Russian Rocket Reaction,LEONARD,twelve
18979,5,5,The Russian Rocket Reaction,LEONARD,two thirty come birthday party
18980,5,6,The Rhinitis Revelation,LEONARD,kind cruise you’re go
18981,5,6,The Rhinitis Revelation,SHELDON,well mom would conclusive proof god work miracle
18982,5,6,The Rhinitis Revelation,LEONARD,what’s gun god i’m afraid ask
18983,5,6,The Rhinitis Revelation,SHELDON,frankly mom i’m encourage see advanced group become willing sail ocean without fear fall edge
18984,5,6,The Rhinitis Revelation,SHELDON,lord giveth lord bloweth away well mom accord itinerary weekend together fun begin fry chicken
18985,5,6,The Rhinitis Revelation,SHELDON,good ’cause get everything need make treat mother’s fry chicken buy dad extra large coffin
18986,5,6,The Rhinitis Revelation,LEONARD,sheldon get plane doesn’t want cook
